code_insee,departement,loyer_moyen,nom,code_postal,population,note
41149,41,7.44,Montoire-sur-le-Loir,41800,3721,3.5
41151,41,7.7,Montrichard Val de Cher,41400,3719,4.0
41194,41,7.6,Romorantin-Lanthenay,41200,17924,3.9
41198,41,6.96,Saint-Aignan,41110,2852,
41232,41,7.85,Salbris,41300,4953,4.0
41242,41,7.33,Selles-sur-Cher,41130,4573,4.0
41269,41,9.12,Vendôme,41100,15856,3.4
41276,41,9.67,Villebarou,41000,2463,3.3
41295,41,10.16,Vineuil,41350,8091,3.8
42005,42,9.85,Andrézieux-Bouthéon,42160,9963,4.5
42011,42,7.52,Balbigny,42510,2840,3.0
42023,42,7.01,Bourg-Argental,42220,2937,3.8
42044,42,7.43,Le Chambon-Feugerolles,42500,11948,2.2
42052,42,7.02,Charlieu,42190,3695,3.1
42056,42,9.37,Chavanay,42410,2897,5.0
42059,42,7.34,Chazelles-sur-Lyon,42140,5423,3.7
42071,42,8.24,Le Coteau,42120,6880,4.1
42092,42,10.53,L'Étrat,42580,2643,2.5
42094,42,8.53,Feurs,42110,8302,3.6
42095,42,8.12,Firminy,42700,16901,3.4
42097,42,9.31,La Fouillouse,42480,4666,3.2
42099,42,8.09,Fraisses,42490,3733,4.4
42103,42,8.35,La Grand-Croix,42320,5172,3.8
42110,42,8.12,L'Horme,42152,4746,3.4
42115,42,6.92,Jonzieux,42660,1224,1.2
42123,42,7.85,Lorette,42420,4716,1.8
42129,42,7.99,Maclas,42520,1819,3.8
42147,42,8.66,Montbrison,42600,15915,4.0
42149,42,8.82,Montrond-les-Bains,42210,5342,2.9
42165,42,6.63,Panissières,42360,2892,4.0
42167,42,9.38,Pavezin,42410,376,
42168,42,8.31,Pélussin,42410,3738,3.8
42170,42,8.35,Perreux,42120,2110,
42177,42,7.54,Pouilly-sous-Charlieu,42720,2532,4.4
42181,42,6.05,Régny,42630,1512,
42182,42,7.2,Renaison,42370,3198,3.7
42183,42,7.6,La Ricamarie,42150,7872,2.5
42184,42,8.15,Riorges,42153,10848,3.2
42186,42,8.08,Rive-de-Gier,42800,14978,2.6
42187,42,8.18,Roanne,42300,33809,3.3
42189,42,9.54,Roche-la-Molière,42230,9884,3.6
42204,42,6.89,Saint-Bonnet-le-Château,42380,1510,4.0
42207,42,8.61,Saint-Chamond,42400,34841,3.4
42218,42,8.85,Saint-Étienne,42000,173821,3.2
42222,42,9.09,Saint-Galmier,42330,5826,2.9
42223,42,9.2,Saint-Genest-Lerpt,42530,6123,3.1
42224,42,8.03,Saint-Genest-Malifaux,42660,2918,
42234,42,8.2,Saint-Héand,42570,3637,4.1
42237,42,9.23,Saint-Jean-Bonnefonds,42650,6615,4.6
42256,42,8.71,Saint-Marcellin-en-Forez,42680,5001,3.3
42259,42,9.25,Saint-Martin-la-Plaine,42800,3815,4.2
42271,42,8.35,Saint-Paul-en-Jarez,42740,4817,4.0
42272,42,9.03,Saint-Pierre-de-Bœuf,42520,1704,
42275,42,9.29,Saint-Priest-en-Jarez,42270,6106,3.2
42279,42,9.13,Saint-Just-Saint-Rambert,42170,15229,3.7
42285,42,8.61,Saint-Romain-le-Puy,42610,4090,4.5
42289,42,6.9,Saint-Symphorien-de-Lay,42470,1899,4.8
42299,42,9.55,Savigneux,42600,3430,4.3
42302,42,10.42,Sorbiers,42290,7874,3.5
42304,42,8.43,Sury-le-Comtal,42450,6653,3.9
42305,42,10.04,La Talaudière,42350,6977,3.3
42316,42,7.52,Unieux,42240,8418,2.9
42323,42,9.98,Veauche,42340,8973,4.2
42330,42,8.5,Villars,42390,7942,3.4
42332,42,8.42,Villerest,42300,5030,3.4
43012,43,7.95,Aurec-sur-Loire,43110,6142,4.4
43020,43,7.45,Bas-en-Basset,43210,4377,5.0
43025,43,7.27,Beauzac,43590,2969,5.0
43040,43,7.5,Brioude,43100,6609,3.2
43041,43,7.83,Brives-Charensac,43700,4185,4.6
43046,43,7.9,Chadrac,43770,2464,3.6
43051,43,8.3,Le Chambon-sur-Lignon,43400,2431,4.2
43087,43,6.32,Dunières,43220,2668,3.6
43089,43,7.54,Espaly-Saint-Marcel,43000,3497,3.3
43137,43,8.04,Monistrol-sur-Loire,43120,8875,4.1
43141,43,6.32,Montfaucon-en-Velay,43290,1149,4.0
43153,43,7.33,Pont-Salomon,43330,1902,3.0
43157,43,7.64,Le Puy-en-Velay,43000,19215,3.7
43162,43,6.35,Retournac,43130,2990,3.5
43177,43,6.76,Saint-Didier-en-Velay,43140,3451,2.8
43200,43,7.95,Saint-Julien-Chapteuil,43260,1997,3.4
43205,43,6.57,Saint-Just-Malmont,43240,4225,4.2
43211,43,6.95,Saint-Maurice-de-Lignon,43200,2634,4.2
43213,43,6.24,Saint-Pal-de-Mons,43620,2293,3.4
43216,43,6.3,Saint-Paulien,43350,2435,0.6
43224,43,6.73,Sainte-Sigolène,43600,5989,2.8
43236,43,6.45,La Séauve-sur-Semène,43140,1480,4.4
43244,43,7.56,Tence,43190,3074,3.2
43251,43,8.12,Vals-près-le-Puy,43750,3420,4.3
43268,43,7.77,Yssingeaux,43200,7278,3.8
44003,44,9.6,Ancenis-Saint-Géréon,44150,11037,4.1
44009,44,11.89,Basse-Goulaine,44115,9136,3.9
44010,44,11.33,Batz-sur-Mer,44740,2824,4.4
44015,44,9.44,Blain,44130,9954,3.0
44018,44,11.35,Bouaye,44830,8008,4.1
44020,44,11.91,Bouguenais,44340,19903,3.0
44023,44,9.36,Bouvron,44130,3068,3.5
44026,44,12.1,Carquefou,44470,20365,4.0
44030,44,9.35,La Chapelle-des-Marais,44410,4338,3.9
44035,44,11.8,La Chapelle-sur-Erdre,44240,19551,3.5
44036,44,7.9,Châteaubriant,44110,12031,4.2
44043,44,10.34,Clisson,44190,7435,3.9
44047,44,11.03,Couëron,44220,22309,3.3
44049,44,11.48,Le Croisic,44490,4118,3.3
44052,44,8.92,Donges,44480,8152,4.0
44055,44,12.44,La Baule-Escoublac,44500,16255,4.2
44067,44,7.73,Guémené-Penfao,44290,5233,3.1
44069,44,11.13,Guérande,44350,16112,3.7
44071,44,12.2,Haute-Goulaine,44115,5893,3.7
44072,44,9.84,Herbignac,44410,7046,3.8
44073,44,10.82,Héric,44810,6288,4.3
44074,44,11.33,Indre,44610,4040,5.0
44084,44,10.97,Le Loroux-Bottereau,44430,8397,4.5
44087,44,9.68,Machecoul-Saint-Même,44270,7581,0.7
44101,44,10.96,La Montagne,44620,6290,3.8
44103,44,9.94,Montoir-de-Bretagne,44550,7180,3.8
44109,44,12.3,Nantes,44000,318808,3.3
44110,44,9.74,Nort-sur-Erdre,44390,9082,4.3
44113,44,8.2,Nozay,44170,4195,4.4
44114,44,11.84,Orvault,44700,27209,3.7
44116,44,8.45,Paimbœuf,44560,3023,
44120,44,10.67,Le Pellerin,44640,5200,
44128,44,8.59,Plessé,44630,5266,3.7
44129,44,9.6,Pontchâteau,44160,10901,3.8
44131,44,11.98,Pornic,44210,15859,3.8
44132,44,12.35,Pornichet,44380,11141,3.9
44133,44,10.78,Port-Saint-Père,44710,2928,4.6
44135,44,12.5,Le Pouliguen,44510,4015,3.3
44143,44,11.78,Rezé,44400,42919,3.3
44151,44,11.17,Saint-André-des-Eaux,44117,6744,4.0
44154,44,11.01,Saint-Brevin-les-Pins,44250,14287,3.3
44158,44,11.2,Saint-Étienne-de-Montluc,44360,7515,4.2
44162,44,11.73,Saint-Herblain,44800,47415,3.1
44172,44,11.55,Sainte-Luce-sur-Loire,44980,15319,3.8
44180,44,7.83,Vallons-de-l'Erdre,44540,6480,3.1
44182,44,10.09,Saint-Michel-Chef-Chef,44730,5233,3.8
44184,44,10.7,Saint-Nazaire,44600,71394,3.1
44185,44,8.24,Saint-Nicolas-de-Redon,44460,3245,3.4
44186,44,10.31,Sainte-Pazanne,44680,6980,3.7
44187,44,9.42,Saint-Père-en-Retz,44320,4576,1.7
44188,44,10.33,Saint-Philbert-de-Grand-Lieu,44310,9076,4.3
44190,44,11.84,Saint-Sébastien-sur-Loire,44230,27493,3.9
44194,44,11.58,Sautron,44880,8478,3.8
44195,44,9.85,Savenay,44260,9064,3.7
44198,44,12.03,Les Sorinières,44840,8765,3.0
44201,44,11.16,Sucé-sur-Erdre,44240,7221,4.5
44204,44,11.88,Thouaré-sur-Loire,44470,10482,3.9
44209,44,10.72,Treillières,44119,9617,3.9
44210,44,10.08,Trignac,44570,7983,2.8
44211,44,10.73,La Turballe,44420,4734,4.2
44212,44,10.05,Vallet,44330,9460,4.0
44215,44,12.03,Vertou,44120,25541,4.0
45004,45,10.71,Amilly,45200,13233,3.8
45008,45,10.03,Artenay,45410,1951,1.0
45028,45,9.64,Beaugency,45190,7339,4.2
45030,45,8.71,Beaune-la-Rolande,45340,2021,4.0
45040,45,8.17,Bonny-sur-Loire,45420,1867,
45053,45,8.04,Briare,45250,5213,2.3
45068,45,9.64,Châlette-sur-Loing,45120,12688,3.7
45075,45,11.42,La Chapelle-Saint-Mesmin,45380,10180,4.2
45082,45,10.46,Châteauneuf-sur-Loire,45110,8212,2.9
45083,45,8.61,Château-Renard,45220,2118,
45085,45,7.84,Châtillon-Coligny,45230,1874,
45087,45,8.14,Châtillon-sur-Loire,45360,3108,
45089,45,10.96,Chécy,45430,8652,4.1
45142,45,9.48,Fay-aux-Loges,45450,3754,4.0
45145,45,8.94,Ferrières-en-Gâtinais,45210,3702,3.7
45146,45,10.36,La Ferté-Saint-Aubin,45240,7404,4.4
45147,45,11.44,Fleury-les-Aubrais,45400,21010,2.6
45155,45,9.23,Gien,45500,13566,3.2
45169,45,11.03,Ingré,45140,9482,3.7
45173,45,9.49,Jargeau,45150,4676,4.0
45187,45,8.07,Lorris,45260,2973,3.6
45203,45,10.05,Meung-sur-Loire,45130,6540,4.0
45208,45,9.82,Montargis,45200,14976,3.1
45224,45,9.87,Neuville-aux-Bois,45170,4947,3.6
45229,45,7.75,Nogent-sur-Vernisson,45290,2589,
45232,45,11.69,Olivet,45160,22386,4.0
45234,45,11.37,Orléans,45000,116269,3.1
45252,45,9.06,Pithiviers,45300,9023,2.8
45272,45,11.49,Saint-Cyr-en-Val,45590,3295,3.9
45273,45,9.7,Saint-Denis-de-l'Hôtel,45550,3021,3.8
45274,45,11.45,Saint-Denis-en-Val,45560,7589,4.1
45282,45,11.04,Saint-Hilaire-Saint-Mesmin,45160,3071,
45284,45,11.27,Saint-Jean-de-Braye,45800,21288,3.3
45285,45,10.86,Saint-Jean-de-la-Ruelle,45140,16411,2.7
45286,45,11.12,Saint-Jean-le-Blanc,45650,9070,4.1
45298,45,11.46,Saint-Pryvé-Saint-Mesmin,45750,6076,3.8
45300,45,10.67,Sandillon,45640,4114,3.1
45302,45,11.14,Saran,45770,16357,4.1
45315,45,8.89,Sully-sur-Loire,45600,5213,3.6
45338,45,10.69,Villemandeur,45700,6782,2.7
46042,46,9.16,Cahors,46000,19937,3.1
46102,46,8.92,Figeac,46100,9802,3.7
46127,46,8.82,Gourdon,46300,3981,2.6
46128,46,7.98,Gramat,46500,3469,4.0
46251,46,8.79,Saint-Céré,46400,3414,3.1
46309,46,8.22,Souillac,46200,3201,3.8
47001,47,9.1,Agen,47000,32602,3.7
47004,47,8.04,Aiguillon,47190,4421,2.3
47031,47,9.81,Boé,47550,5631,2.8
47032,47,9.38,Bon-Encontre,47240,6224,3.2
47049,47,7.17,Casseneuil,47440,2433,3.6
47052,47,8.63,Casteljaloux,47700,4518,4.6
47069,47,8.76,Colayrac-Saint-Cirq,47450,3113,
47078,47,8.61,Damazan,47160,1357,
47088,47,8.42,Escassefort,47350,614,
47145,47,8.99,Layrac,47390,3686,3.7
47157,47,9.12,Marmande,47200,17421,3.3
47168,47,7.84,Miramont-de-Guyenne,47800,3092,3.0
47195,47,8.09,Nérac,47600,6837,3.6
47201,47,9.52,Le Passage,47520,9400,3.6
47203,47,8.38,Penne-d'Agenais,47140,2341,3.5
47209,47,9.34,Pont-du-Casse,47480,4141,
47210,47,7.72,Port-Sainte-Marie,47130,1846,2.8
47233,47,8.68,Sainte-Bazeille,47180,3160,
47252,47,6.66,Sainte-Livrade-sur-Lot,47110,6456,3.7
47310,47,8.36,Tonneins,47400,9130,3.2
47323,47,8.2,Villeneuve-sur-Lot,47300,21742,2.7
48034,48,7.25,La Canourgue,48500,2122,4.6
48061,48,8.35,Florac Trois Rivières,48400,2067,4.2
48080,48,7.92,Langogne,48300,2887,3.5
48092,48,8.79,Marvejols,48100,4684,2.4
48095,48,9.27,Mende,48000,12318,3.8
48140,48,8.4,Saint-Chély-d'Apcher,48200,4211,3.8
49007,49,10.87,Angers,49000,155850,3.6
49015,49,10.89,Avrillé,49240,14443,3.6
49018,49,7.69,Baugé-en-Anjou,49150,11829,3.4
49020,49,10.07,Beaucouzé,49070,5439,4.4
49021,49,8.46,Beaufort-en-Anjou,49250,7229,
49023,49,8.02,Beaupréau-en-Mauges,49110,23419,3.5
49026,49,8.43,Bécon-les-Granits,49370,2789,
49035,49,10.16,Bouchemaine,49080,6774,2.9
49050,49,9.05,Brissac Loire Aubance,49250,10851,3.7
49054,49,6.9,Candé,49440,2824,4.4
49063,49,8.71,Chalonnes-sur-Loire,49290,6518,3.9
49080,49,7.39,Les Hauts-d'Anjou,49330,8759,3.5
49092,49,8.26,Chemillé-en-Anjou,49120,20828,3.3
49099,49,9.3,Cholet,49300,54037,3.7
49125,49,8.46,Doué-en-Anjou,49700,11119,3.2
49127,49,7.64,Durtal,49430,3358,3.2
49176,49,8.15,Le Lion-d'Angers,49220,5023,3.6
49180,49,7.23,Longué-Jumelles,49160,6831,4.1
49214,49,10.15,Montreuil-Juigné,49460,7632,3.4
49223,49,9.45,Mûrs-Erigné,49610,5660,4.6
49244,49,7.8,Mauges-sur-Loire,49110,17924,3.1
49246,49,9.87,Les Ponts-de-Cé,49130,12819,4.2
49248,49,7.17,Ombrée d'Anjou,49420,8970,2.2
49259,49,8.15,Rochefort-sur-Loire,49190,2323,
49261,49,7.81,Gennes-Val-de-Loire,49160,8570,
49267,49,10.32,Saint-Barthélemy-d'Anjou,49124,9210,4.1
49278,49,9.93,Sainte-Gemmes-sur-Loire,49130,3456,3.3
49283,49,7.96,Saint-Georges-sur-Loire,49170,3665,4.0
49301,49,7.69,Sèvremoine,49230,25162,3.9
49323,49,9.52,Verrières-en-Anjou,49112,7520,4.6
49328,49,8.48,Saumur,49400,26467,3.4
49331,49,7.57,Segré-en-Anjou Bleu,49500,17462,2.6
49333,49,8.47,Seiches-sur-le-Loir,49140,2912,3.8
49347,49,8.66,Tiercé,49125,4432,3.4
49353,49,10.3,Trélazé,49800,14961,3.8
50003,50,9.68,Agon-Coutainville,50230,2796,4.0
50025,50,8.44,Avranches,50300,10264,3.9
50031,50,9.86,Barneville-Carteret,50270,2239,
50082,50,8.06,Bricquebec-en-Cotentin,50260,5826,2.5
50099,50,7.89,Carentan-les-Marais,50480,10052,3.2
50129,50,9.84,Cherbourg-en-Cotentin,50100,78549,3.5
50147,50,8.26,Coutances,50200,8408,3.8
50165,50,9.62,Donville-les-Bains,50350,3109,3.4
50168,50,7.78,Ducey-Les Chéris,50220,2799,
50218,50,9.61,Granville,50400,12513,3.7
50359,50,6.63,Mortain-Bocage,50140,2929,2.4
50410,50,7.84,Pontorson,50170,4318,3.5
50484,50,6.95,Saint-Hilaire-du-Harcouët,50600,5850,4.3
50487,50,6.96,Saint-James,50240,4907,
50502,50,8.48,Saint-Lô,50000,19050,3.6
50551,50,7.69,Saint-Sauveur-le-Vicomte,50390,2088,4.4
50615,50,9.38,Valognes,50700,6822,3.9
51058,51,12.25,Bezannes,51430,2978,3.9
51108,51,9.14,Châlons-en-Champagne,51000,44379,3.0
51172,51,12.37,Cormontreuil,51350,6458,4.8
51217,51,8.41,Dormans,51700,2918,3.8
51230,51,9.56,Épernay,51200,22433,3.6
51256,51,9.04,Fontaine-sur-Ay,51160,340,
51454,51,11.3,Reims,51100,181194,3.4
51506,51,9.26,Saint-Memmie,51470,5474,2.8
51507,51,7.68,Sainte-Menehould,51800,4165,3.0
51535,51,8.13,Sézanne,51120,4772,3.8
51649,51,8.13,Vitry-le-François,51300,11376,2.7
51663,51,9.29,Magenta,51530,1697,3.6
52121,52,8.7,Chaumont,52000,21847,3.2
52250,52,7.49,Joinville,52300,3015,3.3
52269,52,8.93,Langres,52200,7668,4.1
52448,52,8.87,Saint-Dizier,52100,22928,2.6
52550,52,7.43,Wassy,52130,2819,2.4
53054,53,10.05,Changé,53810,6209,5.0
53062,53,8.1,Château-Gontier-sur-Mayenne,53200,16950,4.6
53077,53,7.29,Cossé-le-Vivien,53230,3199,4.4
53084,53,7.05,Craon,53400,4486,3.8
53096,53,6.77,Ernée,53500,5717,3.6
53097,53,7.4,Évron,53150,8614,
53107,53,6.47,Gorron,53120,2552,3.2
53130,53,9.19,Laval,53000,49733,3.3
53147,53,7.34,Mayenne,53100,12823,3.8
53152,53,6.8,Meslay-du-Maine,53170,2808,3.8
53201,53,9.23,Saint-Berthevin,53940,7353,3.3
54028,54,8.66,Auboué,54580,2617,2.6
54029,54,10.1,Audun-le-Roman,54560,2462,3.4
54040,54,6.65,Badonviller,54540,1553,3.6
54054,54,7.97,Bayon,54290,1557,
54076,54,8.45,Blainville-sur-l'Eau,54360,3973,3.3
54077,54,6.78,Blâmont,54450,1063,
54079,54,8.51,Blénod-lès-Pont-à-Mousson,54700,4628,4.6
54090,54,10.17,Bouxières-aux-Dames,54136,4159,4.5
54099,54,9.33,Val de Briey,54150,8069,3.9
54115,54,9.8,Champigneulles,54250,6671,3.6
54150,54,10.42,Custines,54670,3082,3.2
54157,54,8.62,Dieulouard,54380,4772,3.6
54159,54,9.47,Dombasle-sur-Meurthe,54110,9668,3.2
54167,54,8.8,Dommartin-lès-Toul,54200,1951,
54174,54,9.46,Écrouves,54200,4428,3.6
54184,54,10.92,Essey-lès-Nancy,54270,8833,4.0
54196,54,10.24,Flavigny-sur-Moselle,54630,1735,4.0
54205,54,8.12,Foug,54570,2629,2.6
54215,54,10.11,Frouard,54390,6584,2.8
54257,54,11.44,Heillecourt,54180,5403,4.0
54261,54,10.07,Herserange,54440,4409,2.2
54263,54,8.18,Homécourt,54310,6267,3.0
54270,54,11.45,Hussigny-Godbrange,54590,3693,
54273,54,8.66,Jarny,54800,8219,3.4
54274,54,10.21,Jarville-la-Malgrange,54140,9354,3.0
54280,54,8.39,Jœuf,54240,6570,2.7
54300,54,10.2,Laneuveville-devant-Nancy,54410,6553,4.0
54304,54,10.65,Laxou,54520,14366,3.4
54314,54,12.22,Lexy,54720,3816,4.0
54318,54,9.05,Liverdun,54460,5863,3.3
54321,54,11.12,Longlaville,54810,2365,
54322,54,8.41,Longuyon,54260,5218,2.7
54323,54,10.93,Longwy,54400,14774,2.8
54328,54,11.69,Ludres,54710,6142,4.0
54329,54,8.73,Lunéville,54300,17867,3.4
54332,54,9.8,Maidières,54700,1547,
54339,54,9.63,Malzéville,54220,8191,4.4
54357,54,10.13,Maxéville,54320,9818,3.8
54382,54,10.22,Mont-Saint-Martin,54350,8994,2.0
54395,54,11.09,Nancy,54000,105058,3.4
54397,54,9.33,Neuves-Maisons,54230,6633,3.5
54415,54,9.21,Pagny-sur-Moselle,54530,4105,4.2
54425,54,8.13,Piennes,54490,2539,3.8
54430,54,9.43,Pompey,54340,4870,2.8
54431,54,9.02,Pont-à-Mousson,54700,14497,4.1
54432,54,8.9,Pont-Saint-Vincent,54550,1844,3.8
54439,54,11.41,Pulnoy,54425,5077,4.2
54451,54,10.53,Réhon,54430,3809,
54462,54,8.68,Rosières-aux-Salines,54110,2870,
54482,54,10.69,Saint-Max,54130,10019,4.2
54483,54,8.88,Saint-Nicolas-de-Port,54210,7417,3.9
54526,54,10.81,Tomblaine,54510,8856,3.4
54528,54,8.82,Toul,54200,15633,3.9
54547,54,11.1,Vandœuvre-lès-Nancy,54500,29942,3.6
54549,54,9.15,Varangéville,54110,3594,3.6
54578,54,10.82,Villers-lès-Nancy,54600,14525,3.9
54580,54,11.38,Villerupt,54190,10003,2.2
55029,55,8.45,Bar-le-Duc,55000,14625,3.0
55043,55,8.98,Belleville-sur-Meuse,55430,3040,3.8
55122,55,6.85,Commercy,55200,5386,3.4
55181,55,7.95,Étain,55400,3507,3.1
55351,55,7.88,Montmédy,55600,2052,
55502,55,6.89,Stenay,55700,2507,2.8
55505,55,8.97,Thierville-sur-Meuse,55840,3165,3.5
55545,55,8.55,Verdun,55100,16942,3.4
56001,56,7.87,Allaire,56350,3886,3.6
56003,56,10.14,Arradon,56610,5392,2.7
56005,56,10.71,Arzon,56640,2198,4.0
56007,56,9.87,Auray,56400,14141,3.6
56008,56,9.47,Baden,56870,4396,4.2
56010,56,7.98,Baud,56150,6234,4.1
56013,56,9.39,Belz,56550,3760,4.1
56023,56,9.06,Brech,56400,6660,3.7
56034,56,11.0,Carnac,56340,4236,3.7
56036,56,9.61,Caudan,56850,6920,4.0
56053,56,8.74,Elven,56250,6261,3.2
56054,56,9.51,Erdeven,56410,3853,3.8
56055,56,9.43,Étel,56410,2054,3.3
56061,56,7.73,La Gacilly,56200,3962,3.2
56066,56,7.29,Gourin,56110,3779,3.5
56067,56,8.7,Grand-Champ,56390,5552,5.0
56075,56,7.94,Guer,56380,6091,4.5
56078,56,10.29,Guidel,56520,11767,3.6
56083,56,9.54,Hennebont,56700,16062,3.3
56090,56,9.39,Inzinzac-Lochrist,56650,6548,3.9
56091,56,7.71,Josselin,56120,2482,3.4
56094,56,9.44,Kervignac,56700,6786,3.7
56097,56,8.78,Landévant,56690,3961,3.8
56098,56,10.05,Lanester,56600,23124,3.9
56101,56,8.15,Languidic,56440,8064,3.8
56107,56,11.05,Larmor-Plage,56260,8319,3.3
56117,56,7.7,Locminé,56500,4505,4.1
56118,56,9.73,Locmiquélic,56570,4039,4.0
56121,56,9.92,Lorient,56100,57246,3.4
56124,56,8.28,Malestroit,56140,2470,
56127,56,7.87,Mauron,56430,3145,
56143,56,8.99,Muzillac,56190,5066,2.7
56152,56,11.51,Le Palais,56360,2544,
56158,56,9.64,Plescop,56890,6145,4.0
56162,56,11.1,Ploemeur,56270,17778,4.0
56164,56,9.45,Ploeren,56880,6635,3.9
56165,56,8.85,Ploërmel,56800,9791,3.4
56166,56,9.01,Plouay,56240,5792,3.9
56169,56,9.52,Plouhinec,56680,5386,3.6
56176,56,8.83,Pluneret,56400,5905,3.0
56177,56,8.25,Pluvigner,56330,7676,4.0
56178,56,8.16,Pontivy,56300,15064,3.7
56181,56,9.85,Port-Louis,56290,2654,3.6
56184,56,8.34,Questembert,56230,7862,3.9
56185,56,10.2,Quéven,56530,8770,4.3
56186,56,11.52,Quiberon,56170,4658,3.6
56193,56,9.72,Riantec,56670,5821,3.5
56195,56,9.54,La Roche-Bernard,56130,701,
56206,56,9.79,Saint-Avé,56890,11895,3.7
56240,56,10.58,Sarzeau,56370,8791,4.3
56243,56,10.07,Séné,56860,8900,4.2
56251,56,9.55,Theix-Noyalo,56450,8251,
56258,56,11.53,La Trinité-sur-Mer,56470,1622,2.4
56260,56,10.22,Vannes,56000,53719,3.9
56263,56,8.66,Sainte-Anne-d'Auray,56400,2770,3.8
57012,57,9.79,Algrange,57440,6120,2.8
57019,57,10.76,Amnéville,57360,10416,3.6
57032,57,10.32,Ars-sur-Moselle,57130,4704,4.3
57038,57,12.47,Audun-le-Tiche,57390,7048,2.6
57041,57,10.74,Aumetz,57710,2351,3.6
57049,57,11.18,Le Ban-Saint-Martin,57050,4517,4.7
57089,57,8.47,Bitche,57230,4951,3.1
57097,57,8.16,Boulay-Moselle,57220,5580,3.3
57102,57,11.39,Bousse,57310,3205,4.1
57106,57,7.77,Bouzonville,57320,3926,2.3
57123,57,7.95,Carling,57490,3415,2.8
57124,57,11.31,Cattenom,57570,2628,3.6
57132,57,7.32,Château-Salins,57170,2357,2.1
57143,57,9.43,Clouange,57185,3374,
57155,57,10.05,Courcelles-Chaussy,57530,3006,
57159,57,8.69,Créhange,57690,3871,
57160,57,8.24,Creutzwald,57150,13042,
57206,57,10.45,Fameck,57290,14442,3.3
57207,57,8.32,Farébersviller,57450,5493,
57209,57,8.82,Faulquemont,57380,5154,3.0
57221,57,10.67,Florange,57190,11972,3.8
57224,57,8.33,Folschviller,57730,3949,
57226,57,10.3,Fontoy,57650,3095,1.1
57227,57,8.53,Forbach,57600,21597,2.2
57240,57,8.62,Freyming-Merlebach,57800,12725,3.1
57260,57,9.43,Grosbliederstroff,57520,3296,4.5
57269,57,11.11,Guénange,57310,7559,3.0
57283,57,10.58,Hagondange,57300,9287,4.0
57289,57,9.54,Hambach,57910,2875,
57306,57,9.87,Hayange,57700,16005,2.5
57323,57,12.51,Hettange-Grande,57330,7779,4.0
57332,57,8.69,Hombourg-Haut,57470,6283,3.7
57336,57,7.95,L'Hôpital,57490,5229,2.3
57368,57,9.58,Knutange,57240,3192,3.5
57370,57,11.03,Kœnigsmacker,57970,2256,
57412,57,11.07,Longeville-lès-Metz,57050,3955,3.8
57413,57,8.62,Longeville-lès-Saint-Avold,57740,3651,
57433,57,10.95,Maizières-lès-Metz,57280,11668,3.9
57441,57,12.26,Manom,57100,2915,3.5
57443,57,11.0,Marange-Silvange,57535,6458,3.7
57447,57,12.67,Marly,57155,10108,4.2
57463,57,11.19,Metz,57000,118489,3.6
57474,57,10.02,Mondelange,57300,5631,3.4
57480,57,10.45,Montigny-lès-Metz,57950,21879,3.5
57481,57,9.81,Montois-la-Montagne,57860,2732,2.4
57484,57,8.98,Morsbach,57600,2684,3.6
57487,57,11.29,Moulins-lès-Metz,57160,5007,4.1
57491,57,9.32,Moyeuvre-Grande,57250,7506,2.7
57508,57,9.64,Nilvange,57240,4515,1.4
57515,57,10.1,Novéant-sur-Moselle,57680,1823,
57529,57,11.76,Ottange,57840,3099,3.6
57537,57,7.94,Petite-Rosselle,57540,6298,2.9
57540,57,8.64,Phalsbourg,57370,4729,5.0
57556,57,8.28,Puttelange-aux-Lacs,57510,3089,3.5
57572,57,9.87,Rémilly,57580,2006,
57582,57,9.55,Richemont,57270,2092,
57589,57,8.36,Rohrbach-lès-Bitche,57410,2313,4.7
57591,57,9.5,Rombas,57120,9861,4.9
57597,57,9.98,Rosselange,57780,2650,
57606,57,8.84,Saint-Avold,57500,15415,4.0
57616,57,11.56,Saint-Julien-lès-Metz,57070,3373,
57620,57,10.42,Sainte-Marie-aux-Chênes,57255,4350,3.9
57628,57,8.34,Sarralbe,57430,4485,3.8
57630,57,9.09,Sarrebourg,57400,12449,3.6
57631,57,9.5,Sarreguemines,57200,20635,3.5
57642,57,11.9,Scy-Chazelles,57160,2675,3.5
57647,57,9.85,Serémange-Erzange,57290,4163,2.8
57650,57,10.17,Sierck-les-Bains,57480,1776,4.2
57659,57,8.99,Spicheren,57350,3232,3.9
57660,57,9.0,Stiring-Wendel,57350,11178,3.2
57663,57,11.09,Talange,57525,7781,3.4
57666,57,12.04,Terville,57180,7134,3.0
57672,57,12.03,Thionville,57100,40778,3.3
57683,57,9.97,Uckange,57270,6926,
57724,57,9.56,Vitry-sur-Orne,57185,3021,3.0
57730,57,8.18,Volmerange-lès-Boulay,57220,566,
57731,57,12.78,Volmerange-les-Mines,57330,2269,
57751,57,11.08,Woippy,57140,14014,2.2
57757,57,11.38,Yutz,57970,17143,3.7
58046,58,6.19,Cercy-la-Tour,58340,1713,
58059,58,7.95,La Charité-sur-Loire,58400,4742,3.3
58062,58,7.58,Château-Chinon (Ville),58120,1932,
58079,58,6.67,Clamecy,58500,3590,2.4
58086,58,8.28,Cosne-Cours-sur-Loire,58200,9589,3.5
58095,58,8.25,Decize,58300,5233,3.8
58117,58,8.44,Fourchambault,58600,4125,3.9
58131,58,7.45,Guérigny,58130,2510,3.7
